"name","ref","id","address/name","address/street","address/street2","address/zip","address/city","address/country_id.id","address/phone","address/fax","address/email","property_payment_term.id","credit_limit","x_nif","x_stat","x_cif","customer","supplier"
"FRANCK LABORDE","C86031","C86031",,"SOGIFA MADIROKELY NOSY BE",,,,135,"0320512220",,,5,3000000,"2933047","5510171199300024","0122110/DGI/B","TRUE","FALSE"
"KINE BERNARDIN","C88030","C88030","Mr KINE (TOMBOZARA BERNARDIN)","B.P. 18 SAMBAVA CENTRE ","P/O MR RICHAD CLIENT DISCOI",,,135,"0320761033/0320270098",,"nazime.sullemen@gmail.com",5,5000000,,,,"TRUE","FALSE"
"ENTREPRISE RIN'S","C24069","C24069",,"LOT VF18 ANDOHARANOFOTSY",,,,135,,,,5,0,"2000009328","45212 11 988 030055","0119117/DGI/B","TRUE","FALSE"
"ENTREPRISE HANITRA","C24070","C24070",,"LOT123 MI AVARATRA SAB NAM",,,,135,"0324589812/0331340074",,,5,0,"3947116","45212 11 1978 000130",,"TRUE","FALSE"
"LE VILLAGE SARL","C24071","C24071","SCRIVE HERVE","BP 874 AMBOHIBAO",,,,135,"22 451 97",,"village@moov.mg",5,0,"107002179","74352 11 1993 0 10045","9263 / 2003B00158","TRUE","FALSE"
"MR RAHANTARISOA","C24072","C24072",,,,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"SOCIETE SAMBIRANO SARL","C24073","C24073","Ibrahim Ismaela","Ambohibao Analamanga lot 072 B bis",,"101","ANTANANARIVO",135,"020 26 402 54",,"sambirano50@yahoo.com",5,0,"500045895","51366 11 2011 10055","0146352/DG/B","TRUE","FALSE"
"Clients occasionnels (M)","C24902","C24902",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"VALA VELONA","C24074","C24074","Tantely","Lot IVE 92 ","Soarano","101","ANTANANARIVO",135,"22 257 70",,,5,5000000,"4000090596","01199 11 2008 0 10663","2008 B 00650","TRUE","FALSE"
"POPAT","C53554","C53554",,"Bd Ralaimongo VALPINSON",,,,135,,,,5,7000000,,,,"TRUE","FALSE"
"CHOUZAT","C53555","C53555",,"Bazary be",,,,135,,,,5,3000000,,,,"TRUE","FALSE"
"QUINCAILLERIE VAOVAO","C53556","C53556",,"Ambolomadinika",,,,135,,,,5,10000000,,,,"TRUE","FALSE"
"ESPOIR","C53557","C53557",,"MORAFENO",,,,135,,,,5,100000000,,,,"TRUE","FALSE"
"NEPTUNE HOTEL","C53558","C53558",,,,,,135,,,,5,4000000,,,,"TRUE","FALSE"
"A UTILISER","C53559","C53559",,,,,,135,,,,5,3000000,,,,"TRUE","FALSE"
"SALMAN","C53560","C53560",,"Rue de Lattre de Tassigny",,,,135,,,,5,30000000,,,,"TRUE","FALSE"
"J.MARC BERCKER","C53561","C53561",,,,,,135,,,,5,222000000,,,,"TRUE","FALSE"
"GERARD","C53562","C53562",,,,,,135,,,,5,20000000,,,,"TRUE","FALSE"
"BACHELIER JACQUES","C53563","C53563",,"AGENT SPSM",,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"DJIANFARY MYRIAM","C53564","C53564",,,,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"KIRIT SOCOBE","C53565","C53565",,,,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"MTRE RAFIKE","C53566","C53566",,,,,,135,,,,5,20000000,,,,"TRUE","FALSE"
"EDEN HOTEL","C53567","C53567",,"Bd Joffre",,,,135,,,,5,2500000,,,,"TRUE","FALSE"
"BABOU MANSOOR","C53568","C53568",,"Rue Aviateur Goulette face MODRIN",,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"TRANOMBAROTRA SAFY","C53569","C53569",,"TANAMBAO I",,,,135,,,,5,7000000,,,,"TRUE","FALSE"
"QUINCAILLERIE MORAHITA","C53570","C53570",,"Amiral Billard",,,,135,,,,5,6000000,,,,"TRUE","FALSE"
"EG CREMIT","C53571","C53571",,"TANANDAVA",,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"AIC","C53572","C53572",,"ANJOMA",,,,135,,,,5,3000000,,,,"TRUE","FALSE"
"G.DIORE DE PERIGNY","C53573","C53573",,,,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"LA SEAL","C53574","C53574",,,,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"TAMA STORE","C53575","C53575",,,,,,135,,,,5,2000000,,,,"TRUE","FALSE"
"VELOSON JEAN GREGOIR","C53576","C53576",,,,,,135,"330500473",,,5,4000000,,,,"TRUE","FALSE"
"DATA TELECOM SERVICE","C24075","C24075","Mamy RAMAKASOA","ENCEINTE TELMA ALAROBIA",,"101","ANTANANARIVO",135,"22 203 59",,,5,0,"2000001530","64221 11 1995 0100 65","0058910 DGI/B","TRUE","FALSE"
"CHEN LAI TAT MANE","C53907","C53907","M.JEAN CLAUDE","17 RUE BERTHOLD","TAMATAVE",,,135,"0331101630/0340398045",,,5,10000000,"12416710",,"0021304 DGI-A","TRUE","FALSE"
"FREIGHTLINE M/CAR","C24076","C24076","M.RIVO","LOT III CITE N 3 MANAKAMBAHINY",,,,135,"2228698/0331547488","2238802",,5,5000000,"4 0000 64 932","63 323 11 2007 010939","0128 513 DGIB DU 16/07/10","TRUE","FALSE"
"EGECO","C24048","C24048","M.RASOLOARIZAFY","LOT II B 52BIS AMPANDRANA",,,"ANTANANARIVO",135,"2236301/0340583300",,,5,5000000,"6943557","624763",,"TRUE","FALSE"
"TRANSPORT ARM","C24077","C24077",,"LOT 19 ANTANETHE TALATAMATY","BP14033",,,135,"2258346/0320476951",,"tti.mad@moov.mg",5,10000000,,,,"TRUE","FALSE"
"CELLY","C24078","C24078",,"ANDRAVOAHANGY",,,,135,"0331102764",,,5,20000000,,,,"TRUE","FALSE"
"PRO ALARM","C24079","C24079","RANAIVO RALAMBOZAFY NIRINA",,,,,135,,,,5,0,"5000063996","51332 11 2006010272","0133582","TRUE","FALSE"
"FABRICE","C72015","C72015","M.RAKOTONANDRASANA FABRICE","LOT 2K 340",,,,135,"0331107757",,,5,30000000,,,,"TRUE","FALSE"
"MADAME NATACHA","C24821","C24821",,,,,,135,,,,5,15000000,,,,"TRUE","FALSE"
"GENERAL TRADE","C24080","C24080","M.ANDRE BENJAMIN","LOT 62B AMBOHIBAO ANTANANARIVO","A",,,135,"0320741837",,,5,10000000,"1000002402","51316 11 2006 010 858","0174511/DG/B","TRUE","FALSE"
"VELO ALEXIS","C88031","C88031",,"SAMBAVA",,,,135,"0320714307",,,5,10000000,"1000103315","51272 1995 000034","0000911 DGI-A DU 23/02/11","TRUE","FALSE"
"ETS YVON SOAMIANGY","C88032","C88032",,"AMBANJA CENTER 203AMBANJA",,,,135,"0320720818",,,5,0,"105004745","00003 71 /1972",,"TRUE","FALSE"
"MADAME GENOUD","C24081","C24081",,,,,,135,"0324052023",,,5,3000000,,,,"TRUE","FALSE"
"MADAME WOOD","C24082","C24082",,,,,,135,"0341180525",,,5,15000000,,,,"TRUE","FALSE"
"JACK EDDI ROGER","C53908","C53908",,,,,,135,"0320739777",,,5,3000000,,,,"TRUE","FALSE"
"MONSIEUR ZINA","C53909","C53909",,,,,,135,"0340374111",,,5,2000000,,,,"TRUE","FALSE"
"RAKOTONJANAHARY MAMINIRINA TATIANA","C24083","C24083",,"ANTSALOVANA 67HA",,,,135,"0340540470",,,5,3000000,,,,"TRUE","FALSE"
"BANQUE CENTRALE TAMATAVE","C53910","C53910",,,,,,135,,,,5,10000000,"3000004181","65110 111 998001177",,"TRUE","FALSE"
"RANDRIAMBOLOLONA ROBERT","C24084","C24084",,"2 RUE DE RUSSIE ISORAKA",,,,135,"0321104846/0331104846","2233799",,5,3000000,,,,"TRUE","FALSE"
"MR MAURICE","C24085","C24085",,"QUINC CENTRALE",,,,135,,,,5,25000000,,,,"TRUE","FALSE"
"SAINT DENIS HOLDING SARL","C24086","C24086",,"BAT I EX CITE BRGM 28","RUE FARAFATY AMPANDRIANOMBY",,,135,"2241563/2259134","2259132",,5,10000000,"3000017264","70110112007010900",,"TRUE","FALSE"
"ENTREPRISE HERY","C24087","C24087",,"LOT IVN 46 TER ANKADIFOTSY",,,,135,"0340964172",,,5,0,"5208354","45212111997000040",,"TRUE","FALSE"
"FUTURAMA","C24088","C24088","MME AZIM",,,,,135,"0320220809/0320467770",,,5,5000000,,,,"TRUE","FALSE"
"LOKANGA SARLU","C24089","C24089","MME FABIOLA DEPREZ",,,,,135,"2231074/0320353070",,,5,50000000,"5000154883","55101112011010172",,"TRUE","FALSE"
"BURONET","C24090","C24090","M.DANIL","14 RUE KARIJA TSARALALANA",,,,135,"2231003/2226531",,,5,0,"4000216854","51366 11 2007 0 10 233",,"TRUE","FALSE"
"KINE BERNARDIN","C24091","C24091","MR JEAN MARC",,,,,135,"0320781877",,,5,0,,,,"TRUE","FALSE"
"MR MONO","C24092","C24092",,,,,,135,,,,5,10000000,,,,"TRUE","FALSE"
"DUFLOT BOUSQUIE JEANNE","C24093","C24093","MME DUFLOT/MR TENDRY","HOTEL LAC DE MAHAZOARIVO",,,,135,"0324502786/0346677311",,,5,5000000,"200264023","55211 11 2005 002671",,"TRUE","FALSE"
"DIL'AUTO","C24094","C24094",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"QUINC FENOMANANA","C24095","C24095",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"ETS FFF","C24096","C24096",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"COMINOR","C24097","C24097",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"QUINCAILLERIE RMD","C24098","C24098",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"QUINC FITAHIANA","C24099","C24099",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"RAMANKASINA LALA HARISON","C24100","C24100","M.RAMANKASINA LALA HARISON","LOT ITZ 19 BEHENJY ITAOSY",,,,135,,,,5,3000000,,,,"TRUE","FALSE"
"CONSTRUCTION BATIMENT PLUS","C24101","C24101","M.RAMIADAMAHEFA NIRINA","LOT III K 46 G ANDAVAMAMBA 67HA",,,"ANTANANARIVO",135,"2234942/0341101299",,,5,0,"56941813","45212 11 2009 0 10539","0080241/DGI/B","TRUE","FALSE"
"ENTABLISSEMENT SU","C24102","C24102","MME RAZINATOANDRO SUZANNA","LOT 42H IMERINAFOVOANY",,,,135,"0341690449",,,5,5000000,,"52261 11 1994 0 61204",,"TRUE","FALSE"
"DJOUMA MOUNIRA","C82050","C82050",,"RUE JUSTIN BEZARA LOT 30722","ANTSIRANANA",,,135,"0320271871",,,5,20000000,"4000159558","50303711993000017",,"TRUE","FALSE"
"BADROUDINE MOUSTAPHA","C82051","C82051",,"ANTSIRANANA",,,,135,"0320511687",,,5,20000000,,,,"TRUE","FALSE"
"SHAHINE MORABE","C44041","C44041",,"ANTSIRABE",,,,135,,,,5,15000000,,,,"TRUE","FALSE"
"ATELIER VATS","C24103","C24103","M.DAUPHIN STELLIO","LOT 288 F106 AMBOHIDRATRIMO",,,,135,"03403560/0331482022",,,5,50000000,,,,"TRUE","FALSE"
"AKBARALY","C82052","C82052",,,,,,135,"0320516999",,,5,15000000,,,,"TRUE","FALSE"
"AGRIFARM","C24903","C24903",,"LOT 01A AMBOHIBAO",,,,135,,,,5,120000000,"2000020658DU19/01/204","01440112010010943","0146142/DGI/B DU 10/11/2010","TRUE","FALSE"
"SOMACOU","C24104","C24104","JOELSON","ILAFY PK8 ROUTE D'AMBOHIMANGE",,,,135,"2242482",,,5,1000000,"500 000 9692","17231 11 1960 0 00005",,"TRUE","FALSE"
"SALMA MIARAKA","C24105","C24105",,,,,,135,"0331296620",,,5,8000000,,,,"TRUE","FALSE"
"MONSIEUR CADILLAC","C24106","C24106","M.FARAMAZ","ANTSARASAOTRA",,,,135,"0327864634",,,5,10000000,,,,"TRUE","FALSE"
"BOISERIES DE L'IMERINA SARL","C24107","C24107","HOUSSEIN ROSEMINA","107D AMBOHIMITSANGANA AMBOHIMANGAKE",,,,135,,,,5,0,"35731813","20221 11 2007 011029",,"TRUE","FALSE"
"ENTREPRISE DE CONSTRUCTION JOMAIN S","C24108","C24108",,"LOGT 7 CITE DES PROF ",,,,135,"0320711550",,,5,0,"3000178404","4521221200000045","0115396 DU 06/10/10","TRUE","FALSE"
"DYS RENT TAMA","C53911","C53911",,"TAMATAVE",,,,135,"5391930/0331181378",,,5,10000000,"141216710","52115312008000201",,"TRUE","FALSE"
"ANVARALY ANISS","C53912","C53912",,"TAMATAVE",,,,135,"5391922/0331143565",,,5,2000000,"30000144174","52234314000033","0141194/DGI/B","TRUE","FALSE"
"OMNIVEST","C24109","C24109",,"24 RUE RADAMA TSARALALANA",,,,135,,,,5,5000000,"3000077414","67109111994010027",,"TRUE","FALSE"
"ANIL TAHORA","C24110","C24110",,"LOT IVX 6TER ANDRANOMAHERY",,,,135,"0340702200",,,5,5000000,,,,"TRUE","FALSE"
"TRACOMAD EURL","C53913","C53913","M.FIDALY NOURALY",,,,,135,"0340223204",,,5,15000000,"3000332938","51607312011000167",,"TRUE","FALSE"
"PIKOLAS JONAH","C62076","C62076",,"BP 42 MAINTIRANO",,,,135,"0340122504",,,5,10000000,,,,"TRUE","FALSE"
"QUINCAILLERIE YAFASYR","C53577","C53577",,"TANAMBAO IV",,,,135,"0341649126",,,5,20000000,"3000211190","52251312007000152","0141761 2011 16/05","TRUE","FALSE"
"SOCIETE DEW'S","C75106","C75106",,"AMPASAMBAZAHA FIANARANTSOA",,,,135,"7551645",,,5,10000000,"300010491","21201100033","01173118","TRUE","FALSE"
"MADA AUST","C24586","C24586",,"BRGM 28RUE FARAFOTY AMPANDRIANOMBY",,,,135,,,,5,10000000,"105020423","74214112004010261","0174596","TRUE","FALSE"
"SAINT DENIS HOLDING","C24587","C24587",,,,,,135,,,,5,10000000,"107016283","701101120070100900","0123116/DGI/B","TRUE","FALSE"
"MR RAKOTOMANGA","C24111","C24111","MR FREDDY",,,,,135,"0320228480",,,5,5000000,,,,"TRUE","FALSE"
"TAMA STEEL","C53914","C53914",,,,,,135,,,,5,10000000,"51926720","5223631204000052",".","TRUE","FALSE"
"LEFEBRE","C24112","C24112",,,,,,135,"0320535040",,,5,5000000,,,,"TRUE","FALSE"
"E.C.A.C.M","C24113","C24113","M. Martial R",,,,,135,"0340752210/0331105978",,,5,0,,,,"TRUE","FALSE"
"LES FLAMBOYANTS","C53915","C53915",,"RUE DE LA LIBERATION TAMATAVE",,,,135,"5332350",,,5,5000000,,,,"TRUE","FALSE"
"ENTREPRISE LA JOIE","C24904","C24904",,"IBM 54 ISORAKA",,,,135,"0331136310/0341136310",,,5,70000000,"6791243","004512","0071790","TRUE","FALSE"
"QUINCAILLERIE ASSAD","C24114","C24114","MR HOUSSENALY MAMOD RAMDJEE","LOT IVI 27A ANDRAVOHANGY",,,"TANA",135,"0340733125",,,5,2000000,"730.832","52 118 1988 100226","0084417","TRUE","FALSE"
"SOCIETE ETABLISSEMENT MAHOMED SARL","C53916","C53916",,"TOAMASINA",,,,135,"0320500786",,,5,30000000,"169266710","5160731201000257",,"TRUE","FALSE"
"3R","C24905","C24905",,"RESIDENCE DES CHAMILLES IVANDRY",,,,135,"0320781770",,,5,1000000,"13448060","45212111984100218",,"TRUE","FALSE"
"Ets MAHOMED Sarl","C53578","C53578",,"05 boulevard AUGAGNEUR","TOAMASINA",,,135,"034 07 861 10",,,5,5000000,"169 266 710","51607 31 2010 0 00257",,"TRUE","FALSE"
"RANDRIANAVALONA SOLOFO","C24889","C24889",,"AMBOHIJANAHARY",,,,135,,,,5,2000000,,,,"TRUE","FALSE"
"MME VOLOLONIRINA","C24115","C24115",,,,,,135,"0340625299",,,5,10000000,,,,"TRUE","FALSE"
"ZOUZOU MR","C24116","C24116",,"Tsaralalalana",,"101","TANA",135,,,,5,0,,,,"TRUE","FALSE"
"QUINCAILLERIE VONY SOA","C24117","C24117",,"Lot II G 50 OUEST AMBOHIJANAHARY",,"101","TANA",135,,,,5,0,"5000191883","52251112010004794","93731","TRUE","FALSE"
"MME VOLOLONIRINA","C24118","C24118","Mme Vololonirina",,,,,135,"034 06 252 99",,,5,0,,,,"TRUE","FALSE"
"TRANOMBAROTRA NATALY","C75019","C75019",,"LOT3601/D53 FIANARANTSOA",,,,135,,,,5,0,"3000103844","5225121 1989 000002","0117443/DGI/B DU 13/05/11","TRUE","FALSE"
"MR KASSAMALY MAMODALY","C24119","C24119","MR KASSAMALY",,"CF CHAMIR",,,135,,,,5,10000000,,,,"TRUE","FALSE"
"SODECO","C53917","C53917","M.LEONG HUNE TO","12 RUE DE LATTRE DE TASSINY",,,,135,,,,5,0,"200422599","52251312011000503",,"TRUE","FALSE"
"SODECO","C53579","C53579","Leong Hune To Rizvana","12 Rue De Lattre de Tassigny",,"501","Tamatave",135,,,,5,20000000,"200422539 027/06","52251.31.2011.0.00502.","0381575/DGI/A1","TRUE","FALSE"
"RASIDIMANANA","C53580","C53580",,"Lot 38 Cit? immobili?re",,"501","Tamatave",135,,,"ets.tsara@moov.mg",5,10000000,,,,"TRUE","FALSE"
"Industrial Engineering and Contract","C24420","C24420","M.Razafimahanina","Lot AVB 36 Avarabohitra Itaosy",,"101","ANTANANARIVO",135,"034 12 536 26 ",,"ineco@moov.mg",5,0,"500024774","51514 11 2011 010265","0206053/DGI/B","TRUE","FALSE"
"World Food Program (WFP)","C24421","C24421","Haganirina Ratsimbazafy","Lot VB71 GB Ambatoroka",,"101","ANTANANARIVO",135,"22 315 72","22 322 99",,5,1000000,,,,"TRUE","FALSE"
"GUILMANN SHOWROOM","C24120","C24120","MR HOUSSEN","Lot IV 074 A","Route des Hydrocarbures Ankorondran",,,135,"034 05 05 786",,"hbhalloo@gmail.com",5,50000000,"62 83 11 813","513 66 11 2010 010135","01 29 378","TRUE","FALSE"
"ENTREPRISE KOZE KOZE","C24121","C24121","ISSADJEE ABASSE","LOT 1 TA 9 TSIROMANDIDY",,,,135,"0320422763/0333745784",,,5,90000000,"3.000.082.533","45214.14.1988.1.0001","094623/DGI/B","TRUE","FALSE"
"QUINCAILLERIE HOUSSENI","C82053","C82053",,"Lot 2038","10 Rue Justin Bezara",,"ANTSIRANANA",135,"032 05 052 52 ",,,5,50000000,"30004 458 111","513 6771 2009 000 238","0067493 2011","TRUE","FALSE"
"SOCIETE  FANDROSOANA","C24823","C24823",,"SS ROUTE DE MAHAJANGA ANTANIMENA",,,,135,"2231605/2228470",,,5,3000000,"2000105501","514311119741004","0123420 DGI B","TRUE","FALSE"
"ANDRIAMIZANA","C24122","C24122",,"ESCA PARA","IVATO",,,135,"034 43 334 58",,,5,0,,,,"TRUE","FALSE"
"KEZARALY","C92013","C92013",,"BP179",,,,135,"0331235030",,,5,5000000,,,,"TRUE","FALSE"
"TRANOMBAROTRA IZZI","C92014","C92014",,"BP179 FORT DAUPHIN",,,,135,,,,5,5000000,"300309628","52118532000000011",,"TRUE","FALSE"
"UN JOUR UN SAC","C24822","C24822",,"IMMEUBLE TANA 2000 ANKORONDRANA",,,,135,"2246802/0340201072",,,5,0,"4000185070","51366112011010219",,"TRUE","FALSE"
"S.I.C.E.H","C24824","C24824",,"101 ANTANANARIVO",,,,135,"2221865/0320504059",,,5,0,"1000012020","55101111958010006","0058911DGI-B","TRUE","FALSE"
"LES FRUITS DE MADAGASCAR","C24825","C24825","M.SERIO GUILLAUME","C/O MAT ERAUTO ANKORONDRANO",,,,135,,,,5,0,"4000181752","01199112011010208","0146444/DGI-B DU 24/03/11","TRUE","FALSE"
"ALBI IMMO","C24422","C24422",,"12 RUE RANARIVELO BEHORIRIKA",,,,135,"2221850/2230531",,,5,200000000,"4000065666","70202112003000672","0196892 DGI /B","TRUE","FALSE"
"MILLENIUM IMPORT","C24123","C24123",,"Avenue Dr Raseta","Lot I V M 63 Andraharo BP.3265","101","Antananarivo",135,"22 600 67","22 674 71","milleniumimport@moov.mg",5,10000000,"9647 167","645 486","2003 AO 1140","TRUE","FALSE"
"MENUISERIE ISMAEL","C53581","C53581",,"LOT 411 AMBOLOMADINIKA","TAMATAVE",,,135,"0331149311",,,5,15000000,"1076710","20221312004000588",,"TRUE","FALSE"
"OLYMPE DU BEMARAHA","C95021","C95021",,"RUE DE LA PLAGE MORONDAVA",,,,135,"0320720246",,,5,0,"3000153161","55101442007000006",,"TRUE","FALSE"
"NOSY BE HOTEL","C86032","C86032",,"AMPARAHA SUR DZAMANJARY",,,,135,"8606151",,,5,3000000,"4000195711","55101711993010020","0197042","TRUE","FALSE"
"FIBASOM MAJUNGA","C62077","C62077",,"17 AVENUE DE LE REPUBLIQUE",,,,135,"6222927",,,5,0,"4000087635","51436411972000001","0033924 DGI A","TRUE","FALSE"
"POLYPACK","C24124","C24124",,"BP 462 Tana Water Front",,"101","Antananarivo",135,"23 348 87",,"polypack.mg@gmail.com",5,0,"56571813","25209 11 2009 0 10517","2009 B 514","TRUE","FALSE"
"MADAME ANTOINETTE","C24890","C24890",,"LOT II I 142 A ALAROBIA ",,,,135,"0341889640",,,5,0,,,,"TRUE","FALSE"
"MONSIEUR ARIF MADAFOAM","C24891","C24891","M.ARIF","LOT 62B BIS AMBOHIBAO",,,,135,"0321141825",,"arifmamod@moov.mg",5,10000000,,,,"TRUE","FALSE"
"MAISON ANJARY","C62902","C62902","M.SABIR","MAJUNGA",,,,135,"0320513355",,,5,3000000,,,,"TRUE","FALSE"
"MCM","C24125","C24125",,"Mat?riaux de Construction de Mada.","Lot IVM 104 Ter BCA Andohatapenaka","101","Antananarivo",135,"034 11 414 25",,,5,3000000,"1000 100335","52215 11 2011 010109",,"TRUE","FALSE"
"CAROLAND","C24126","C24126",,"II M 37 Mahavoky",,"101","Antananarivo",135,"032 02 069 14",,,5,5000000,"3000 547314","52251112011005230","00855403 du 11/08/2011","TRUE","FALSE"
"MR RAZALI DAYA","C24127","C24127",,,,,,135,"0320233976",,"vala.Romeking@yahoo.fr",5,20000000,,,,"TRUE","FALSE"
"QUINCAILLERIE ANOSY BE","C24128","C24128","MR RICHAD DAYA","anosy be",,,,135,"0320532523",,,5,10000000,,,,"TRUE","FALSE"
"MR VASRAM LAYAK","C24129","C24129",,,,,,135,"0320231722",,,5,5000000,,,,"TRUE","FALSE"
"MADA ERADICATORS","C24130","C24130","M.Deepcahud Jeremy","Lot 98 D bis Ambohibao",,"101","Antananarivo",135,"034 63 241 75",,"madaeradicators@gmail.com",5,3000000,"4000089178","90002 11 2011 0 10082","0146383/DGI/B du 07/02/11","TRUE","FALSE"
"xxxxxxxxxxxxxxxxxxxx","C24423","C24423",,"Bijouterie Kalidas","Face BOA Majunga",,"Majunga",135,"033 14 066 60",,,5,20000000,,,,"TRUE","FALSE"
"KAVAL KALIDAS","C62078","C62078",,"Bijouterie Kalidas","Face BOA Majunga",,"Majunga",135,"033 14 066 60",,,5,20000000,,,,"TRUE","FALSE"
"SOCIETE SUNTOUR","C24906","C24906","M.TANTELY","LOT IVE 92 SOARANO",,,,135,"2225770",,,5,0,"3000074535","55221112006010242","0174904/DGI/B","TRUE","FALSE"
"KID'S ACADEMY","C24424","C24424","Mozna Goulamaly","Enceinte Telma Villa Blanche",,"101","Antananarivo",135,"034 03 000 40",,"mozna@kidsacademy.mg",5,200000,"500038874","80102112008 00 31101",,"TRUE","FALSE"
"COCIMA","C24907","C24907",,"BP3758",,,,135,"2232280/2234429",,,5,50000000,"4000171673","28292111971010005","0158482/DGI/B","TRUE","FALSE"
"MAISON BOURHANI","C88033","C88033","M.FIDAHOUSSEN ILTAF","AMBANJA",,,,135,"0320712789",,,5,0,"4000574838","52118712011000772","0008644","TRUE","FALSE"
"LE DOMAINE DE L'ERMITAGE","C42002","C42002",,"MANTASOA",,,,135,"4266054",,,5,0,"3000039527","55211111991010006","0005/72DGI-A","TRUE","FALSE"
"HAJERA TAHERALY","C24908","C24908",,,,,,135,"0341660810",,,5,5000000,"4951843","5211844197300000",,"TRUE","FALSE"
"C.J.C SARL","C24909","C24909","M.CHRISTIAN SCHER","IMMOBILIER COSEIL 11RUE RADAMA",,,,135,"0324442996",,,5,6000000,"4000388436","70110112009010608","0072436/DGI/B","TRUE","FALSE"
"SICO","C24131","C24131","MR DAYA","PK 8,5 ROUTE DIGUE DE L'IKOPA",,,,135,"032 05 861 10",,,5,50000000,"3000 11 4489","51367 11 1997 010 084","RC N? 2003B 929","TRUE","FALSE"
"AES","C24132","C24132","MR CHRISTOPHE",,,,,135,,,,5,0,,,,"TRUE","FALSE"
"TITAN SARL","C75020","C75020","M.Karim","Av. du Gal LECLECR","AMPASAMBAZAHA",,"FIANARANTSOA",135,,,,5,0,"3000086516","45212 21 20030 00025","0117340/DG/B","TRUE","FALSE"
"TRANOMBAROTRA SITRAKA","C75021","C75021","M.Karim","Lot II 34 Ambalapaiso Ambony",,,"Fianarantsoa",135,,,,5,20000000,"1946062","51607 21000 1000127","0115219/DGI/B","TRUE","FALSE"
"AVENUE MONTAIGNE","C24133","C24133",,"Module 13-15 Parcelle 12","Zone Forello Tanjombato","101","Antananarivo",135,"22 468 02","22 468 07",,5,0,,,,"TRUE","FALSE"
"xxxxxxxxxxxxxxxxxxxxxxxxxxxxx","C24134","C24134","Moussa Souraya",,,"101","Antananarivo",135,,,,5,20000000,"4509090","70201 11 2001 000222","2001B00139","TRUE","FALSE"
"MAHAMADALY SAHERA","C24135","C24135",,"Lot II J 149 NAS ","Ambodivoanjo Ivandry","101","Antananarivo",135,"032 07 138 20",,"dinmamode.sahera@hotmail.fr",5,15000000,,,,"TRUE","FALSE"
"Compagine Madecasse ","C24136","C24136","P.Gordanella","BP 567","Route des Hydrocarbures Akorondrano","101","Antananarivo",135,"020 22 224 08",,"madeco@madecasse.mg",5,5000000,"3 00 000 4499","51431 11 1950 0 10009","0158494/DGI/B du 15/07/2011","TRUE","FALSE"
"IPS Distribution Sarlu","C24137","C24137","M.Doni","Lot C51 Amboara","Ambohitrarahaba","101","Antananarivo",135,"020 26 399 54",,"ipsdistri@gmail.com",5,10000000,"3 0000 35352","50301 11 2010 0 10033","2010B0031","TRUE","FALSE"
"TAZAFI ARMAND","C24425","C24425",,,,,,135,"0320209789",,,5,0,,,,"TRUE","FALSE"
"RELIABLE AUTO PART","C82054","C82054",,"Lot 3162, 18 rue Justin Bezara",,,"Antsiranana",135,"032 05 404 95",,,5,4000000,"4 000 182754","5225171 2008 0 00676","0067317/DGI/B du 28/03/2011","TRUE","FALSE"
"MOLOU ARIF","C24426","C24426",,"Ivandry",,"101","Antananarivo",135,"032 04 158 58",,,5,3000000,,,,"TRUE","FALSE"
"LA HUTTE CANADIENNE","C24427","C24427",,"Mamory Ivato",,"105","Antananarivo",135,"020 22 442 65",,,5,0,"20000 5333","5123211 1994 100107","2303 A 00803","TRUE","FALSE"
"SVR IMPORT SARL","C24910","C24910","MME ROJONIAIKO ANDRIANAVELO","ANTANANARIVO",,,,135,"2230060","2230061",,5,5000000,"2000185027","51366112010010430","0180839/DGI/18/09/11","TRUE","FALSE"
"MICROMANIA ANTANIMENA","C24428","C24428","MR SHAIK",,,,,135,"0340856546",,,5,0,,,,"TRUE","FALSE"
"Entreprise ANDRISOA","C24138","C24138","Mamitiznz Andrianavalona","Lot II A 2 Ter Amboditsiry",,"101","Antananarivo",135,"033 21 026 20",,,5,0,"5000 247582","5020111 2007 004847","0092982","TRUE","FALSE"
"CHEZ JEANNE","C24139","C24139",,"Lot 9 Talatamaty","Andrefatsena",,"Antananarivo",135,"034 03 085 20",,,5,10000000,"2 00 000 1644","55103 11 1996 0 00138","501 092 001 464","TRUE","FALSE"
