ref,name,address/name,address/street,address/street2,address/city,credit_limit,address/phone,address/fax,email,x_nif,x_stat,customer,supplier
C22561,AR BIOCHEM,M.RIVO/MR FELICIEN,LOT III K 50 BIS ANKADITOHO ,ANTANANARIVO,,26000000,0330574922/24 749 22,,,58.071.813,51326 11 2009 0 10650,TRUE,FALSE
C22562,CLIENT OCCASIONNEL II/VENTECOMPTOIR,,,,,0,,,,,,TRUE,FALSE
C22563,POLYMA BATEAU,M.Patrice,LOT IV W 4 BIS ,Anosizato Est,ANTANANARIVO,10000000,032 53 921 03,,polyma@malagasy.com,4543,35 113 11 1991 0000 23,TRUE,FALSE
C22564,BIOLAND MADAGASCAR,M.EUGENE/M.FALY,LOT 264MC BIS MANDROSOA IVATO,,,1000000,2459441/0340312090,,,,51239 11 2006 0 02952,TRUE,FALSE
C22565,ETS RAMIARINARIVO,M.HARIVOLA,LOT III O25N,MANANJARA ANTANANARIVO,,5000000,341674225,,,1260639,51601 11 2006 00 7461,TRUE,FALSE
C22566,AGRICOM,Mme Vero,BP 8271 ENCEINTE BSR IVATO,AMBOHIPANASINA ANOSIALA,,3000000,2476364,,appro2@agrichimada.com,107002953,,TRUE,FALSE
C22567,ELEV LIVA,,,,,50000000,,,,,,TRUE,FALSE
C22568,ELEV VONJY,,,,,30000000,,,,,,TRUE,FALSE
C22569,FERME MANANTSOA,,,,,3000000,,,,,,TRUE,FALSE
C22570,ELEV HOBY,,,,,1000000,,,,,,TRUE,FALSE
C22571,ELEV RASOLONDRAINIBE,,,,,1000000,,,,,,TRUE,FALSE
C22572,ELEV JOSE,,,,,3000000,,,,,,TRUE,FALSE
C22573,ELEV FANIRY,,,,,1000000,,,,,,TRUE,FALSE
C22574,ELEV YOLLANDE,,,,,1000000,,,,,,TRUE,FALSE
C22575,ELEV ANDRY TALATA,,,,,15000000,,,,,,TRUE,FALSE
C22576,ELEV MATIO,,,,,13000000,,,,,,TRUE,FALSE
C22577,ELEV GERARD,,,,,600000,,,,,,TRUE,FALSE
C22578,ELEV LOVA,,,,,2500000,,,,,,TRUE,FALSE
C22579,ELEV BAKOLY,,,,,1000000,,,,,,TRUE,FALSE
C22580,ELEV NAIVO,,,,,5000000,,,,,,TRUE,FALSE
C22581,ELEV SIMONE,,,,,4000000,,,,,,TRUE,FALSE
C22582,ELEV SIMON,,,,,10000000,,,,,,TRUE,FALSE
C22583,ELEV ANGELE,,,,,1000000,,,,,,TRUE,FALSE
C22584,ELEV MYRIA,,,,,3000000,,,,,,TRUE,FALSE
C22585,ELEV BRUNO,,,,,2500000,,,,,,TRUE,FALSE
C22586,ELEV TIANA HOPITAL,,,,,1000000,,,,,,TRUE,FALSE
C22587,ELEV TIANA ANTANETIBE,,,,,10000000,,,,,,TRUE,FALSE
C22588,ELEV NADEE,,,,,2000000,,,,,,TRUE,FALSE
C22589,ELEV THIERRY,,,,,1000000,,,,,,TRUE,FALSE
C22590,ELEV HANTA,,,,,400000,,,,,,TRUE,FALSE
C22591,ELEV ANGELO,,,,,10000000,,,,,,TRUE,FALSE
C22592,TRANOMBAROTRA MAEVA,Dr NOROSOA RAKOTOARIVELO,ANTOHOMADINIKA,,,15000000,,,,,,TRUE,FALSE
C22593,TRANOMBAROTRA HERIMBININTSOA,M.ANDRIANADY  MAMY,lot 39 AVARABOHITRA AMBOHIDRATRIMO,,,5000000,340607510,,,15338765,52114 11 2010 0 02234,TRUE,FALSE
C22594,HOTEL ESPADON,,ZONE 1 FORELLO TANJOMBATO,,,1000000,321104044,,,1983758,551017,TRUE,FALSE
C22595,RAKOTOMAVO MIOKY HARINIVO,,,,,0,,,,,,TRUE,FALSE
C22596,CABINET VETERINAIRE AMBOHIBAO,DR RAMALANJOANA LANTO,LOT 073A AMBOHIBAO,,,10000000,0340807511!0340809299,,,,,TRUE,FALSE
C22597,NY AIN'NY TANTSAHA,MME HELMINE,LOT PN 32 BIS ANKADINDRATOMBO,,,12000000,0340290909/0330218879,,,3000159518,5.13241119960001E+016,TRUE,FALSE
C22598,VETO FIFA,M.RAKOTOARISOA  Manajean,Mandrangombato - Anosibe ,,,0,0341715569 /033119235,,,,,TRUE,FALSE
C22599,MILA SANTE,,28 I IMERINAFOVOANY TALATAMATY ,,,6000000,033 11 611 35 ,,discomada@yahoo.fr,17 702,52 223 11 2011 004334,TRUE,FALSE
C22600,COMPTE SOHEB MOLOU,,,,,1000000,,,,,,TRUE,FALSE
C22601,MADA ERADICATORS,M.JEREMY,LOT 98 A BIS AMBOHIBAO,,,3000000,331412894,,,4 000089178,90002 11 2011 0 10082,TRUE,FALSE
C22602,RAHARISOA JEANINE LALAO,M.NIRINA,,,,2000000,03207 546 55 / 03311 ,,,3000351722,52115 11 2002 0 03435,TRUE,FALSE
C22603,AES,,,,,0,,,,,,TRUE,FALSE
C22604,ALPHACOLOR SARL,MME OLIVA,VILLA MASOANDRO ANTANAMBAO ,,,5000000,2466015-2461901-,,,4000034953,9.301111200701E+016,TRUE,FALSE
C22605,FERMAGRI,MAMY SOA RAKOTOMALALA,LOT CAV 168 ANKADITANY AMPITATAFIKA,ANTANANARIVO,,35000000,331270000,,fermagri.prov@gmail.com,4000195186,5.14511120110102E+016,TRUE,FALSE
C22606,AVIPOULE,Mr RAKOTOMALALA MAMY SITRAKA ,AMPITATAFIKA BA67 ATSIMONDRANO 102,,,10000000,034 64 276 55,,avipoule.rakotomalala@yahoo.fr,3000004282,52112 11 2007 0 05965,TRUE,FALSE
C22607,SOCIETE 3DST,Mme Modeste RAKOTONDRAINY,Lot IVH 95 bis - 8 rue Marguerita B,ANDRAVOAHANGY,,1000000,034 03 961 23,,dddst_tnr@yahoo.fr,4000032898,74 355 11 2004 010296,TRUE,FALSE
C22608,STAR SA,MME MALALA,99 RUE DR RASETA ANDRANOMAHERY,,,5000000,2327944,,s.rasamimalala@star.mg,2000023089,1.591811195101E+016,TRUE,FALSE
C22999,CLIENTS ELEVEURS,,,,,100000000,,,,,,TRUE,FALSE
C42001,PHARMACIE VETO ANJOZOROBE,DR DAVID RAKOTONINDRAINY,LOT III A K 107 AMBANINTSENA,ANJOZOROBE,,5000000,42 930 09/0331425457,,rdavida2000@yahoo.fr,619 675 5,85201 11 1997 0 00628,TRUE,FALSE
C42002,RABAKOLIARISOA,,305 A ANDAFIATSIMO AMBATOLAMPY,,AMBATOLAMPY,10000000,42 492 70,,,,5.21181220060004E+016,TRUE,FALSE
C42003,VETO PRATIK,DR RAFARALAHY,LOT A125 AMBODIRIANA AMBATOLAMPY,,AMBATOLAMPY,2000000,42 492 74/0331233183,,,,1.60212199000003E+015,TRUE,FALSE
C42004,RAHELIARISOANIRINA Maryane,,Ambatolampikely Commune Ambanitsena,,Manjakandriana,0,320770117,,,,6654049,TRUE,FALSE
C42005,RAKOTOVAZAHA SANDRA HARIMALAL,,LOT MJ I 10,MANJAKANDRIANA,,0,331246369,,,13057116,,TRUE,FALSE
C42006,SOROKA IRAY,,LOT B 12 BEMASOANDRO EST AMBATOLAMP,,AMBATOLAMPY,0,,,,,629255,TRUE,FALSE
C42007,MAHAVONJY,RABEARIMINO Solofo Hery,LOT MJ V 25 BIS MANJAKANDRIANA,,MANJAKANDRIANA,0,42 620 76,,,,,TRUE,FALSE
C44001,FERTILIS INTERNATIONAL,,LOT 24 Q11AVENUE DE L'INDEPENDANCE,ANTASIRABE 110,ANTASIRABE,0,4405141,4405150,,,,TRUE,FALSE
C44002,UNOH,RASAMIMANANA HONORE,LOT 21-A-66 AVARATSENA,ANTSIRABE,ANTSIRABE,120000000,4448313/05028/0208132,44 483 12,unoh@moov.mg,91002511,5.21921220010001E+016,TRUE,FALSE
C44003,GRAND CRU STEPHAN,,BP 68 Antsirabe,,ANTSIRABE,1000000,0320222770/4448861,,,,,TRUE,FALSE
C44004,FIFAMANOR,TOLOTRARIVONY,BP 198 ANTSIRABE,,,100000000,44 991 39/0330858176,,it.fifamor@moov.mg,70714,731011219740 00009,TRUE,FALSE
C44005,ROVA,M.RANDRIAMAHALEO Alexandre,Lot 0910 A 250 Mahafaly,BP 272 ANTSIRABE -110-,,4000000,034 10 587 41/4448712,,coop_rova@moov.mg,22 214,51217 12 1988 0 000 13,TRUE,FALSE
C44006,ETS MIHARISOA,MR NJARA,17 H 175 Avaratsena ANTSIRABE,MADAGASCAR,,100000000,0340724758/0331455025,,,569 36708,12 2005 00260,TRUE,FALSE
C44007,FIKOTAM,,,AMBOSITRA,ANTSIRABE,0,,,,,,TRUE,FALSE
C44008,HOUARAU GILBERT,,BP 78 ANDRANOMANELATRA,,ANTSIRABE,0,,,,,,TRUE,FALSE
C44009,FITAVA,MR MAMY,MAHAZOARIVO ANTSIRABE,PK 3 Route de BETAFO,,0,,,,,,TRUE,FALSE
C44010,PIE ROUGE NORVEGIENNE,,ANTSIRABE,,,0,,,,,,TRUE,FALSE
C44011,COTONA S.A,,BP 45 ROUTE D'AMBOSITRA ABE 110,,ANTSIRABE,0,4448422/49222,44 492 22,sag@ccotona.mg,8233335,703425,TRUE,FALSE
C44012,SACIMEM,,ANTSIRABE,,ANTSIRABE,0,44 492 44,44 497 28,miora.randriamampionona@mg.imptob.com,,7648,TRUE,FALSE
C44013,FAFAFI SPAM,,,,ANTSIRABE,20000000,,,,,,TRUE,FALSE
C44014,KOURJEE Mamod Raza,,GRAIN EXPORT BP 148,,ANTSIRABE,0,44 498 76,,,,,TRUE,FALSE
C44015,MR ou MME RAOBSON MANITRANDRASANA,,LOT 284 A ANDAFIATSIMO AMBATOLAMPY,,,5000000,0331440637/0331209644,24 153 86/44 964 93,,8488775,511966,TRUE,FALSE
C44016,TIKO OIL PRODUCT,,,,ANTSIRABE,0,44 244 34/35,44 244 45,tikofarm@tiko.mg,,,TRUE,FALSE
C44017,RABARIVELO CHARLES,,LOT 15 B 20 ANTSINANTSENA ANTSIRABE,,ANTSIRABE,0,,,,,703606,TRUE,FALSE
C44018,RAKOTONDRABARY Jean Louis,,Androkavato Ambany,,ANTSIRABE II,0,,,,,,TRUE,FALSE
C44019,CABINET VETO SPEED,,,,,0,,,,,,TRUE,FALSE
C44020,NAMBININTSOA,MR JEAN CRI,,AMBOHIMANDROSO,,0,331196063,,,153684,52192 12 2006 1 00536,TRUE,FALSE
C44021,RAKOTONDRAZAKA EDERA,,Ambohimandroso,,,0,,,,,580805,TRUE,FALSE
C44022,TIKO AGRI,ANDRIANAVALONA FETRA,ANTSIRABE,,,25000000,44 496 13/0331179752,44 495 55,,,12200400171,TRUE,FALSE
C44023,NEWCO SA,,BP 45 ANTSIRABE 110,,,0,,,,,703425,TRUE,FALSE
C44024,RANIVOMBOAHANGY SAHONDRA HARISOA,CABINET VETO FAFISOA,LOT V 005  FARATSIHO,,,20000000,44 923 21,,,,,TRUE,FALSE
C44025,RAFARAMANANA,MME FARA,LOT 322 D AMBOHIMANDROSO,,,0,331294023,,,,132012,TRUE,FALSE
C44026,TIKO FARM,MR CLAUDE,,,,0,,,,,,TRUE,FALSE
C44027,SHOPRITE ANTSIRABE,M.RIJA,ANTSENAKELY - ANTSIRABE,ANTANANARIVO,,1000000,44 497 04,,orahariseheno@shoprite.co.za,,,TRUE,FALSE
C44028,TRANOMBAROTRA FANILO,RANDRIAMBOLANONY,16A60 AVARATSENA ANTSIRABE,,,30000000,4494822/0320481317,,mrfanilo@gmail.com,3675659,5.21921220070004E+016,TRUE,FALSE
C47001,RAZAKARIMALA HARIFIDY JOACE,LUI MEME,LOT I G 24  Ampivarotanomby,AMBOSITRA,FIANARANTSOA,90000000,47 712 83/,4771285,,1396723,8.5201221993E+016,TRUE,FALSE
C47002,GIESEMG THUTHON,,AMBOSITRA,,,0,,,,,,TRUE,FALSE
C47003,RAKOTOSON GEORGES,MR RASON /MME ALEXANDRINE,LOT VD3 EST VINANAY306,AMBOSITRA,,60000000,320713079,,,,,TRUE,FALSE
C47004,PHARMACIE VETERINAIRE ZAY MANIGNA,DR RAKOTONIAINA JEAN RENE,ANTSIMOTSENA FANDRIANA,,,5000000,0343105783/0337184103,,,,,TRUE,FALSE
C48001,CABINET VETO ARIVONIMAMO,DR RAFIDIARISON BERTHINE,III D10 BIS Arivonimamo,,ARIVONIMAMO,25000000,4886244/0340188811,22 318 01,,6024230,8.520111198803E+015,TRUE,FALSE
C48002,BOTOMAZAVA ARTHUR,,LOTFVM 74TAMPONTANANA FENOARIVO,,FENOARIVO,0,,,,7295047,550015,TRUE,FALSE
C48003,CABINET VETO NIRINA,SOLOARISOA MARIE ZOE,MAHASOLO,TSIROANOMANDIDY,,0,331247010,,,,,TRUE,FALSE
C48004,SOCIETE D'IMPORTATION DE VEHICULE,,ARIVONIMAMO,,ARIVONIMAMO,0,,,,,612501,TRUE,FALSE
C48005,RAFIDIMANANTSOA ROLLAND,,SUD PTT,ANALAVORY,TSIROANOMANDIDY,0,,,,,615624,TRUE,FALSE
C48006,STELLORSON Andr?,,MAHASOLO,,TSIROANOMANDIDY,0,,,,,,TRUE,FALSE
C48007,ESPACE VETERINAIRE ANIMALIERS,,MORAFENOBE CENTRE,,,4100000,320291880,,ajeanthierry@yahoo.fr,,,TRUE,FALSE
C48008,SRR KIANJASO,,KIANJASOA TSIROANOMANDIDY,,,1000000,,,,,,TRUE,FALSE
C48009,CABINET VETO SOAVINANDRIANA,DR RALEJA RAVONIARIMIARANA BAKOLY,,,SOAVINADRIANA,12000000,48 842 22/0330549192,,,,85201 11 994 0 00775,TRUE,FALSE
C48010,CABINET VETO MAHASOA,DR SYLVERE,LOT 3 A T 10  ATSIMOTSENA TSIROANOM,,,12000000,4883039/0320400499,,,,564954,TRUE,FALSE
C48011,NIVOARILALANJATOVO,320422234,162 BA TER MAHAVELONA,SOAVINANDRIANA ITASY,,25000000,0324000107/4883431,,,,,TRUE,FALSE
C48012,CABINET VETO TSIROANOMANDIDY,RAZAFIMAHEFA HELY,3 T A 24 TSIROANOMANDIDY ATSIMO,,,26000000,48 830 40/0331144821,,,846324300,52011419900027,TRUE,FALSE
C53001,MADAGASCAR FRUIT EXPORT,MME JULIANNA,BP 21 SALAZAMAY,TAMATAVE,,0,53 352 32,53 352 32,,,,TRUE,FALSE
C53002,BONNET & FILS TAMATAVE,,3 RUE  DU COMMERCE TAMATAVE,BP41,TAMATAVE,0,5333011/5332137,5333941,,,30202,TRUE,FALSE
C53003,SHOPRITE TAMATAVE,MME LEA,AVENUE DE L'INDEPENDANCE,TAMATAVE,,3000000,53 316 88,,orahariseheno@shoprite.co.za,10 500 8977,51 233 11 2002 010067,TRUE,FALSE
C53004,GAMO TAMATAVE( EX INTRACHEM),MME BODO,14 RUE AVIATEUR GOULETTE TAMATAVE,,TAMATAVE,4500000,22 417 17 /53 309 62,22 418 40,gammad@wanadoo.mg,3004023,599135,TRUE,FALSE
C53005,RAZAFINDRABAKOARISOA Marie Joceline,Marie J. L?onard,7 rue Nationale TAMATAVE,,TAMATAVE,0,320732147,5333838,,,520784,TRUE,FALSE
C53006,CHAMBRE DE COMMERCE TAMATAVE,MR THOMAS NDALANA,TAMATAVE,,TAMATAVE,0,53 323 45/0331124842,,,,,TRUE,FALSE
C53007,SUPER S,MME SAM TAVE,28 BOULEVARD JOFFRE,TOAMASINA,,1000000,53 322 13,,,,,TRUE,FALSE
C53008,SOCIETE KHIMDJEE ET CIE,M.KIMDJEE,Terminus,Rue de Lattre de Tassigny,ANDRONRANGA  TAMATAVE,0,032 07 184 71,,,101 006 844,603 01 12 1976 000 001,TRUE,FALSE
C53009,TOUT POUR LE BATIMENT,MR AKBARALY,39 RUE DU COMMERCE,,TAMATAVE,10000000,53 310 14,53 343 11,,,,TRUE,FALSE
C53010,KOYTCHA Thierry,,44 Rue Amiral BILLARD,,TAMATAVE,5000000,53 315 54/0320722116,53 315 54,,,,TRUE,FALSE
C53011,REGIE  FED-PROJET ASA Soa-DP2,,LOT 10 PARCELLE 13/72 TANAMBAO V,,TAOMASINA,0,53 336 49/0331160854,,lalana.toamasina@wanadoo.mg,,,TRUE,FALSE
C53012,MAGASIN SU LONE,MME HENRIETTE,16,RUE BERTHO,TOAMASINA,,5000000,53 326 70,,,,TRUE,FALSE
C53013,PROBIOMAD,,B.P.503  GP. REFRIGEPECHE M/CAR,,TOAMASIMA,0,,,,,,TRUE,FALSE
C53014,SOLOFONIAINA GABRIEL,LUI MEME,071 S 1 AMPARAFARAVOLA,,TOAMASINA,7000000,0331452339/54 817 17,54 817 18/53 312 81,,,316547,TRUE,FALSE
C53015,RAMANOELINA NIVOARISOA,,MANDIALAZA - MORAMANGA,,TOAMASINA,0,,,,,61531429,TRUE,FALSE
C53016,TAMA IMPORT,,TOAMASINA,,TOAMASINA,10000000,,,,,,TRUE,FALSE
C53017,VETO CHEVRE,DR JAMES,PARCELLE13 81 LOT 187 TANAMBAO V,,TOAMASINA,15000000,0320757394/53 314 02,,,,,TRUE,FALSE
C53018,TRANOMBAROTRA FENOSOA,,PARTIEL 12 13 TANAMAHASOA,,TOAMASINA,0,033 11380 83,,,,,TRUE,FALSE
C53019,SMEM,MR ETIENNE,BP 124 TOAMASINA,,TOAMASINA,0,320200927,,,,,TRUE,FALSE
C53020,ETABLISSEMENT GOULAMHOUSSEN,MR IKIBAL,MAROANTSETRA,,TOAMASINA,0,57 721 41,,,,,TRUE,FALSE
C53021,FECULERIE DE MAROVITSIKA,,,MAROVITSIKA - MORAMANGA,,0,,,,,,TRUE,FALSE
C53022,MADAEXOTICS,,TAMATAVE,,,0,53 327 88/0320715090,,,,,TRUE,FALSE
C53023,SOMALAVAL,,BP 426 TOAMASINA,,,0,53 329 37,,,,37234,TRUE,FALSE
C53024,SCIM,MR AKIL CASSAM CHENAI,25, boulevard Joffre BP 17 tamatave,,,0,53 329 02/53 333 77,,,,TRUE,FALSE
C53025,ETS WU CHAO YING FILS,MR MING,BOULEVARD AUGAGNEUR TAMATAVE,BP181,,4000000,0320715091/5332788,53 330 74,wcystephane@moov.mg,,,TRUE,FALSE
C53026,MFL EXPORT,MR SAILESH,AMBOHIJAFY TAMATAVE,TAMATAVE,,0,5301174/0320752954,,,,,TRUE,FALSE
C53027,PRIVAVET,MR VONDRO PATRICE,,VAVATENINA,,22000000,,,,5436711,,TRUE,FALSE
C53028,ANJARA ENVIRONNEMENT SARL,,Lot C03 - Parcelle 11/47,Mangarano-II- Toamasina 501,,1000000,032 52 454 52,,anjaraenv@yahoo.fr,6 769 501,9.00013120070008E+016,TRUE,FALSE
C53029,MAGASIN CENTRAL,MR SAM TAVE,,,,1000000,53 482 13/53 271 96,,,,,TRUE,FALSE
C53030,SCORE TAMATAVE,MME ELIANE,,,,4000000,,,,105 001 258,52 291 11 1998 01 01 10,TRUE,FALSE
C53031,REFRIGEPECHE EST,,37 BOULEVARD JOFFRE TAMATAVE,,,1000000,2230858/0331183005,,,105008510,05015 31 1981 0 00009,TRUE,FALSE
C53032,CIS,,Fokontany d'Amboakarivo,Toamasina II-Region Antsinanana,,0,,,,,,TRUE,FALSE
C54001,AU YENG HONG Serge- AGRELA,MR.SERGE,LOT 22-165 PLACE DU MARCHE,,AMBATONDRAZAKA,10000000,54 811 22,54 811 35,egeca@moov.mg,166847,5.1452331987E+016,TRUE,FALSE
C54002,SOALAC,,Ambatondrazaka,,AMBATONDRAZAKA,5000000,,,,,327223,TRUE,FALSE
C54003,SOCIETE E.R.J,Dr RANDRIANAIVO Jean/,Lot 24 512 Madiotsifafana,AMBATONDRAZAKA,,30000000,0320798879/0340146092,341592767,,161 636 712,,TRUE,FALSE
C54004,MANOVOSOA,,AMBATONDRAZAKA,,,0,,,,,,TRUE,FALSE
C54005,LEONG FONG INDRANO YVAN,,Ambatondrazaka,,AMBATONDRAZAKA,0,,,,,,TRUE,FALSE
C54006,SOCIETE ZARASOA,,LOT 24 317 AMBATONDRAZAKA,,,0,,,,,324663,TRUE,FALSE
C54007,VOLISOA AMPARAFARAVOLA,JAONARINOROMALALA ROVA TOLOTRA,LOT 099-S/II Besarety,AMPARAFARAVOLA,AMPARAFARAVOLA,25000000,5481770,,volisoaalaotra@yahoo.fr,,2005000009,TRUE,FALSE
C54008,AGROVETO AMBOHITRARIVO,RANDRIANASOLO Mino Harijaona,AMBOHITRARIVO ALAOTRA,,,17000000,54 086 70/0320487267,,STAT 52192 33 1994 0 00038,,4926467,TRUE,FALSE
C54009,VOLISOA AMBATONDRAZAKA,,LOT 099-S/II Besarety,AMBATONDRAZAKA,AMPARAFARAVOLA,10000000,,,,,2005000009,TRUE,FALSE
C54010,FAFIA,DR JEAN,AMBATONDRAZAKA MADIOTSIFAFANA,,,150000000,54 813 42,,,,,TRUE,FALSE
C54011,VOLISOA  AMBANDRIKA,,BETOLOHO,CR AMBANDRIKA,DISTRICT AMBATONDRAZAKA,10000000,,,,,2005000009,TRUE,FALSE
C54012,RABEANTOANDRO BRUNO,LUI MEME,FKT ANALAKINININA,AMBATOMAINTY,AMPARAFARAVOLA,,5000000,0324091305/0331488598,340105616,,,TRUE,FALSE
C54013,TSENAN'NY TANTSAHA (T.N.T Sarl),,AMBODIHASINA - AMPARAFARAVOLA,,,20000000,0320705830/0331505830,,,,,TRUE,FALSE
C54014,VSF AMBATONDRAZAKA,,,,,0,,,,,,TRUE,FALSE
C54015,ASOS ZONE EST,,ASOS AMBODIAMPALY BRICKAVILLE,,BRICKAVILLE,0,0302585780/85565,,mbravaka@yahoo.fr/jcrakotomalala@yahoo.fr,,,TRUE,FALSE
C54016,PHARMACIE VETERINAIRE  FANILO ,DR BENJA ,MADIOTSIFAFANA - AMBATONDRAZAKA ,,,4000000,034 60 047 44,,,,,TRUE,FALSE
C54017,ANDRIAMALALA HERIZO PROPHYTO,M.HERIZO,LOT 19-390 AVARADROVA AMBATONDRAZAK,,,20000000,0342057595-0331457595,,,3000644615,6.02223320110005E+016,TRUE,FALSE
C56001,RAKOTOARISON FALIARIMANANA,,Lot 184 Bis Camps des mari?s,,MORAMANGA,0,,,,,,TRUE,FALSE
C56002,PHARMACIE VETO MANAMPISOA,DR TAHINARASOLOARIJAONA,CR ANDAINGO,MORAMANGA,,0,56 822 05,,,12407514,5.13243319970001E+016,TRUE,FALSE
C57001,SOCIETE ANTSINANANA,PATRICE,509 RUE MARABOUT FENERIVE EST,,,2000000,320505912,,,,51 367 32 1977 000004,TRUE,FALSE
C57002,LAKANA HOTEL,Joelle RAVELLO,BP 2 Sainte Marie,,,1000000,033 15 060 10 ,,,256 849,552 11321 998 000 005,TRUE,FALSE
C57003,ROYAL BEACH HOTEL,LARICHE Monique,Madirokely Ankililoaka,,NOSY BE,2500000,57 902 96 / 57 908 10,,royalbeach@royalbeach.mg,23 486 207,55101 71 2006 0 00020,TRUE,FALSE
C62001,SCORE MAHAJANGA,MME NALY,RUE COLONEL BARRE,,,3000000,331417955,,,,,TRUE,FALSE
C62002,JOHARIVELO RIVO VONISOA,,LOT 711 E CABINET VETO DE L'ANDRONA,ANTANANDRAINIVELO,MANDRITSARA,0,,,,,,TRUE,FALSE
C62003,RAMANANTSOA ANDRIAMIHAINGO,,LOTDP 20ANDRANOMANGATSIAKA MAEVATAN,,MAEVATANANA,0,,,,,219488,TRUE,FALSE
C62004,FIDAHOUSSEN HOUNEIN,,BP 20 TSARARIVOTRA PORT BERGE,,PORT BERGE,0,320708352,,,233 327,213633,TRUE,FALSE
C62005,TRANOMBAROTRA AFIFA(VOIR2729),MR SOLONOMENJANAHARY Micka?l Stella,LOT IVS 59 Antanimena,POINT DE VENTE MORARENO MAROVOAY,ANTANANARIVO,0,033 12 653 26,,,,,TRUE,FALSE
C62006,SOMAQUA,MR OKUDA NARUHITO,BP 324,MAHAJANGA,,0,62 220 75/0320212315,62 220 73,somaqua@gp-somapeche.mg,,,TRUE,FALSE
C62007,DR JOHARIVELO RIVO VONISOA,,CABINET VETO MANDRITSARA,,,0,330205774,,,,,TRUE,FALSE
C62008,SOMAPECHE,M JOSEPH,BP 324 MAHAJANGA,,,1000000,62 22195/62 220 73,,,,,TRUE,FALSE
C62009,SOPAGRI MAHAJANGA,MME PERLE,BP 439 AMBALANOMBY,,,5000000,62 230 46/,62 293 98,,105 002343,1992 1 00009,TRUE,FALSE
C62010,AGROCHIMA,M. RANARY,BP 42  MAHAJANGA BE,,MAHAJANGA,7000000,0342031223/0331131223,62 242 82,giraf@moov.mg/ ranarivelo@moov.mg,1009401,5.21924120050003E+016,TRUE,FALSE
C62011,RAINIZAFY JACQUES,,C/O CIREL MAINTIRANO,,MAINTIRANO,0,,,,,,TRUE,FALSE
C62012,GROS MAHABIBO,MR ASGARALY SOCATALY,MAHABIBO,MAHAJANGA,,1000000,62 238 63,62 230 73,,45534,5.13674119880001E+015,TRUE,FALSE
C62013,MAGASIN AKBAR,MR ABBAS,MAHAJANGA BE,,,0,62 223 30,,,,,TRUE,FALSE
C62014,ETABLISSEMENT FIVOARANA,,LOT 17A AMBOVOALANANA,PARCAGE,,35000000,0342929892/0320481570,,,,,TRUE,FALSE
C62015,CABINET VETO AIMA,DR ERIC,Epicerie  TANORA ANDRANOVORIBE,MAINTIRANO,MAINTIRANO,16000000,340720335,65 022 85,,,221270,TRUE,FALSE
C62016,PROBO,,BP 217 MAHAJANGA,,MAHAJANGA,0,,,,,210484,TRUE,FALSE
C62017,TRANOMBAROTRA NY ANTSIKA(PIKULAS),PIKULAS JONAH,BP 62 MAINTIRANO,,MAINTIRANO,4000000,6502022BUR/02047DOM,331170140,pikulas_jonah@yahoo.fr,,220628,TRUE,FALSE
C62018,QUINCAILLERIE CONCORDE,,B.P.286 MAHAJANGA,,MAHAJANGA,0,,,,,215455,TRUE,FALSE
C62019,POSTE VETO ANKAVANDRA,,TELESPHOR,ANKAVANDRA,,0,,,,,,TRUE,FALSE
C62020,SOCTAM,MME LANTO RAHELIARINIVO,BP340 MAHAJANGA,,MAHAJANGA,0,62 236 15,62 293 29,soctam@dts.mg,105009476,1.18141195E+015,TRUE,FALSE
C62021,AQUAMAS,,BP 450 MAHAJANGA,,MAHAJANGA,25000000,6223979/22 448 74,6222574,aqmdaf@wanadoo;mg,105003560,05021 41 2006 0 00783,TRUE,FALSE
C62022,ISMAEL MOHAMED,,MAHAJANGA,,MAHAJANGA,0,62 245 25,,,,,TRUE,FALSE
C62023,MOUNERALY ASGARALY,,4 RUE CARNOT MAJUNGA,BP 418,MAJUNGA,1000000,6223472/0320227972,62 241 19,,206355,44125,TRUE,FALSE
C62024,NOOR ALY,,32 RUE JULES FERRY,,MAJUNGA,0,62 229 95,,,,,TRUE,FALSE
C62025,BONNET ET FILS MAJUNGA,,,,MAJUNGA,0,,,,,,TRUE,FALSE
C62026,SOCIETE SIB,,MAJUNGA,,MAJUNGA,0,,,,,,TRUE,FALSE
C62027,SAF FJKM MAEVATANANA,,MAEVATANANA,,,0,,,,,,TRUE,FALSE
C62028,RABESANDRATANA,,LOT 0104W0030 MANGA,,,0,62 221 19,,,,221964,TRUE,FALSE
C62029,ANJAJAVY,,MAHAJANGA,,,0,,,,,,TRUE,FALSE
C62030,SIB,MME DINA,BP 174 MAHAJANGA,,,1000000,62 236 25/231 44,62 293 56,nigar@netclub.mg,105009605,15401 41 1962 000001,TRUE,FALSE
C62031,VERAMA,M. JEAN PAUL,BP 93 IMMEUBLE EX SCIM,MAHAJANGA,,15000000,62 239 97/0320725457,62 236 32,cajou.logistique@unima.mg,7360931,,TRUE,FALSE
C62032,JAOMANOELONA JACQUES FLORENT,,BEALANANA,,,0,,,,,85201 42 2004 0 00007,TRUE,FALSE
C62033,PHARMACIE VETO FANOMEZANA,,Lot 164 E Haute Ville ANTSOHIHY,SOFIA,,0,O32 45 752 81,,fanomezana80@yahoo.fr,9986407,8.52014220080001E+016,TRUE,FALSE
