".id","inventory_line_id/location_id","inventory_line_id/product_id","inventory_line_id/product_qty"
,"Depot Tamatave","ROB_LAMT_030",3
,"Depot Alarobia","ROB_LAMT_030",5
,"Showroom Alarobia","ROB_LAMT_031",1
,"Showroom Tamatave","ROB_LAMT_031",1
,"Depot Tamatave","ROB_LAMT_031",2
,"Depot Alarobia","ROB_LAMT_031",5
,"FIMMO","ROB_LAMT_031",98
,"Showroom Tamatave","ROB_LAMT_032",1
,"Depot Alarobia","ROB_LAMT_032",2
,"Depot Tamatave","ROB_LAMT_032",2
,"Showroom Alarobia","ROB_LAMT_032",3
,"Depot Alarobia","ROB_LAPT_001",2
,"Depot Tamatave","ROB_LAPT_001",2
,"Depot Tamatave","ROB_ROBI_001",21
,"Depot Alarobia","ROB_ROBI_001",26
,"DIGITAL (Magasin)","ROB_VANN_001",1
,"DIGITAL (Magasin)","ROB_VANN_002",5
,"Showroom Tamatave","SAN_ABAT_003",1
,"DIGITAL (Magasin)","SAN_ABAT_003",1
,"Depot Alarobia","SAN_ABAT_003",7
,"Showroom Alarobia","SAN_ABAT_003",10
,"Depot Ivandry","SAN_ABAT_003",147
,"Depot Tamatave","SAN_ABAT_003",619
,"Depot Tamatave","SAN_ABAT_005",1
,"Depot Tamatave","SAN_ABAT_006",2
,"Depot Ivandry","SAN_ABAT_006",6
,"FIMMO","SAN_ABAT_006",95
,"Depot Ivandry","SAN_ABAT_007",11
,"Depot Tamatave","SAN_ABAT_008",1
,"Depot Ivandry","SAN_ABAT_008",27
,"Showroom Alarobia","SAN_ABAT_009",1
,"Depot Tamatave","SAN_ABAT_009",1
,"Depot Ivandry","SAN_ABAT_009",19
,"Showroom Alarobia","SAN_ABAT_010",1
,"NON CONFORME","SAN_ABAT_010",1
,"Depot Ivandry","SAN_ABAT_010",10
,"Depot Ivandry","SAN_ABAT_011",1
,"Showroom Alarobia","SAN_ABAT_011",1
,"Depot Tamatave","SAN_ABAT_011",1
,"Depot Ivandry","SAN_ABAT_013",2
,"Depot Tamatave","SAN_ABAT_013",10
,"Depot Alarobia","SAN_ABAT_014",2
,"Showroom Alarobia","SAN_ABAT_015",1
,"Depot Ivandry","SAN_ABAT_015",98
,"Depot Alarobia","SAN_ABAT_016",100
,"Depot Tamatave","SAN_ARMO_001",1
,"SMOI (Discoi)","SAN_ARMO_001",1
,"Depot Alarobia","SAN_BAAC_001",1
,"Depot Ivandry","SAN_BAAC_001",2
,"Depot Alarobia","SAN_BAAC_002",2
,"Depot Ivandry","SAN_BAAC_003",2
,"Depot Tamatave","SAN_BAAC_006",1
,"Depot Alarobia","SAN_BAAC_006",1
,"Depot Tamatave","SAN_BAAC_007",1
,"Depot Ivandry","SAN_BAAC_007",2
,"Depot Ivandry","SAN_BAAC_008",4
,"FIMMO","SAN_BAAC_012",32
,"Showroom Alarobia","SAN_BAAC_013",1
,"Depot Tamatave","SAN_BAAC_013",2
,"Depot Ivandry","SAN_BAAC_013",17
,"Showroom Alarobia","SAN_BAAC_014",1
,"Depot Tamatave","SAN_BAAC_014",2
,"Depot Ivandry","SAN_BAAC_014",39
,"Showroom Alarobia","SAN_BAAC_015",1
,"Depot Tamatave","SAN_BAAC_015",2
,"Depot Ivandry","SAN_BAAC_015",18
,"Depot Ivandry","SAN_BAAC_016",1
,"Showroom Alarobia","SAN_BAAC_016",1
,"Depot Tamatave","SAN_BAAC_016",2
,"Depot Tamatave","SAN_BADV_001",1
,"Depot Ivandry","SAN_BADV_001",3
,"Depot Ivandry","SAN_BADV_002",5
,"FIMMO","SAN_BADV_003",34
,"Showroom Alarobia","SAN_BAEM_001",2
,"Showroom Alarobia","SAN_BAEM_003",1
,"Depot Tamatave","SAN_BAEM_003",2
,"Depot Alarobia","SAN_BAEM_003",3
,"Showroom Alarobia","SAN_BAEM_004",1
,"Depot Tamatave","SAN_BAEM_004",4
,"NON CONFORME","SAN_BAEM_004",8
,"Depot Ivandry","SAN_BAEM_004",43
,"Depot Tamatave","SAN_BAEM_005",4
,"NON CONFORME","SAN_BAEM_005",11
,"Depot Ivandry","SAN_BAEM_005",104
,"Showroom Alarobia","SAN_BAFI_001",1
,"Showroom Alarobia","SAN_BAFI_002",1
,"Showroom Alarobia","SAN_BAFI_003",1
,"Depot Andranomena","SAN_BAFI_004",1
,"DIGITAL (Magasin)","SAN_BAFI_005",1
,"Depot Tamatave","SAN_BAFI_006",1
,"Depot Ivandry","SAN_BAFI_006",2
,"Showroom Alarobia","SAN_BAFI_007",1
,"Depot Tamatave","SAN_BAFI_007",32
,"Depot Ivandry","SAN_BAFI_007",55
,"Depot Tamatave","SAN_BAFI_008",1
,"Showroom Alarobia","SAN_BAFI_008",1
,"Depot Andranomena","SAN_BAHY_002",1
,"Showroom Alarobia","SAN_BAHY_005",1
,"Showroom Tamatave","SAN_BAHY_007",1
,"Showroom Alarobia","SAN_BAHY_007",1
,"Depot Tamatave","SAN_BAHY_007",1
,"Depot Tamatave","SAN_BAHY_008",1
,"Showroom Alarobia","SAN_BAHY_008",1
,"Showroom Alarobia","SAN_BAHY_012",1
,"Depot Tamatave","SAN_BAHY_012",2
,"Depot Ivandry","SAN_BAHY_012",3
,"Depot Ivandry","SAN_BAHY_013",1
,"Depot Ivandry","SAN_BIDT_002",1
,"Depot Alarobia","SAN_BIDT_002",2
,"Showroom Alarobia","SAN_BIDT_003",1
,"Depot Tamatave","SAN_BIDT_003",5
,"Depot Ivandry","SAN_BIDT_003",90
,"Showroom Alarobia","SAN_BIDT_004",1
,"Depot Tamatave","SAN_BIDT_004",2
,"Depot Ivandry","SAN_BIDT_004",9
,"Showroom Alarobia","SAN_BOND_002",1
,"SMOI (Discoi)","SAN_BOND_002",1
,"Depot Tamatave","SAN_BOND_002",7
,"Depot Alarobia","SAN_BOND_002",85
,"Depot Tamatave","SAN_BOND_003",1
,"Depot Tamatave","SAN_BOND_004",4
,"Depot Alarobia","SAN_BOND_005",1
,"Depot Tamatave","SAN_BOND_005",1
,"Depot Ivandry","SAN_BOND_005",9
,"Depot Tamatave","SAN_BOND_006",23
,"Depot Alarobia","SAN_BOND_006",76
,"Showroom Alarobia","SAN_BOND_007",1
,"Depot Tamatave","SAN_BOND_007",38
,"Depot Alarobia","SAN_BOND_007",119
,"Showroom Alarobia","SAN_BOND_008",1
,"Depot Tamatave","SAN_BOND_008",9
,"Depot Alarobia","SAN_BOND_008",37
,"Showroom Alarobia","SAN_BOND_009",1
,"Depot Tamatave","SAN_BOND_009",9
,"Depot Alarobia","SAN_BOND_009",30
,"Showroom Alarobia","SAN_BOND_010",1
,"Depot Alarobia","SAN_BOND_010",3
,"Depot Tamatave","SAN_BOND_010",5
,"Showroom Alarobia","SAN_BOND_011",1
,"Depot Tamatave","SAN_BOND_011",20
,"Depot Alarobia","SAN_BOND_011",63
,"Showroom Alarobia","SAN_BOND_012",1
,"Depot Alarobia","SAN_BOND_012",31
,"Showroom Alarobia","SAN_BOND_013",1
,"Depot Alarobia","SAN_BOND_013",45
,"Showroom Alarobia","SAN_BOND_014",1
,"Depot Alarobia","SAN_BOND_014",25
,"Showroom Alarobia","SAN_BOND_015",1
,"Depot Alarobia","SAN_BOND_015",42
,"Depot Alarobia","SAN_BOUC_001",10
,"Showroom Alarobia","SAN_BQCL_001",2
,"Showroom Tamatave","SAN_BQCL_001",2
,"DIGITAL (Magasin)","SAN_BQCL_001",3
,"Depot Alarobia","SAN_BQCL_001",15
,"Depot Ivandry","SAN_BQCL_001",46
,"Depot Tamatave","SAN_BQCL_001",127
,"Showroom Tamatave","SAN_BQCL_002",1
,"NON CONFORME","SAN_BQCL_002",4
,"Depot Tamatave","SAN_BQCL_002",35
,"Depot Ivandry","SAN_BQCL_002",134
,"Showroom Tamatave","SAN_BQCL_003",1
,"NON CONFORME","SAN_BQCL_003",2
,"Showroom Alarobia","SAN_BQCL_003",4
,"Depot Alarobia","SAN_BQCL_003",10
,"Depot Ivandry","SAN_BQCL_003",200
,"Depot Tamatave","SAN_BQCL_003",427
,"Showroom Tamatave","SAN_BQCL_004",1
,"Showroom Alarobia","SAN_BQCL_004",2
,"Depot Tamatave","SAN_BQCL_004",5
,"Depot Ivandry","SAN_BQCL_004",29
,"Showroom Alarobia","SAN_BQCL_005",1
,"Showroom Tamatave","SAN_BQCL_005",1
,"Depot Tamatave","SAN_BQCL_005",43
,"Depot Ivandry","SAN_BQCL_005",83
,"Showroom Alarobia","SAN_BQCL_007",1
,"Showroom Tamatave","SAN_BQCL_007",1
,"Depot Tamatave","SAN_BQCL_007",5
,"Depot Ivandry","SAN_BQCL_007",23
,"Showroom Alarobia","SAN_BQCL_008",1
,"Showroom Tamatave","SAN_BQCL_008",1
,"Depot Tamatave","SAN_BQCL_008",46
,"Depot Ivandry","SAN_BQCL_008",300
,"Showroom Alarobia","SAN_BQCL_009",1
,"Showroom Tamatave","SAN_BQCL_009",1
,"Depot Tamatave","SAN_BQCL_009",137
,"Depot Ivandry","SAN_BQCL_009",295
,"Showroom Alarobia","SAN_BQCL_010",1
,"Showroom Tamatave","SAN_BQCL_010",1
,"Depot Ivandry","SAN_BQCL_010",253
,"DIGITAL (Magasin)","SAN_BQNA_001",1
,"Showroom Alarobia","SAN_BQNA_001",2
,"SMOI (Discoi)","SAN_BQNA_001",3
,"Depot Alarobia","SAN_BQNA_001",56
,"Depot Ivandry","SAN_BQNA_001",497
,"Depot Tamatave","SAN_BQNA_001",1164
,"Showroom Alarobia","SAN_BQNA_002",1
,"Depot Tamatave","SAN_BQNA_002",5
,"Depot Ivandry","SAN_BQNA_002",17
,"Showroom Tamatave","SAN_BQNA_003",2
,"Depot Alarobia","SAN_BQNA_003",3
,"Showroom Alarobia","SAN_BQNA_003",5
,"Depot Ivandry","SAN_BQNA_003",436
,"Depot Tamatave","SAN_BQNA_003",446
,"Showroom Tamatave","SAN_BQNA_004",1
,"NON CONFORME TAVE","SAN_BQNA_004",2
,"NON CONFORME","SAN_BQNA_004",6
,"Showroom Alarobia","SAN_BQNA_004",6
,"SMOI (Discoi)","SAN_BQNA_004",6
,"Depot Alarobia","SAN_BQNA_004",43
,"Depot Ivandry","SAN_BQNA_004",334
,"Depot Tamatave","SAN_BQNA_004",609
,"Showroom Tamatave","SAN_BQNA_005",1
,"Showroom Alarobia","SAN_BQNA_005",8
,"NON CONFORME","SAN_BQNA_005",11
,"Depot Ivandry","SAN_BQNA_005",218
,"Depot Alarobia","SAN_BQNA_005",496
,"Showroom Tamatave","SAN_BQNA_006",1
,"NON CONFORME TAVE","SAN_BQNA_006",2
,"NON CONFORME","SAN_BQNA_006",2
,"SMOI (Discoi)","SAN_BQNA_006",6
,"Showroom Alarobia","SAN_BQNA_006",7
,"Depot Alarobia","SAN_BQNA_006",9
,"Depot Ivandry","SAN_BQNA_006",613
,"Depot Tamatave","SAN_BQNA_006",1091
,"Showroom Alarobia","SAN_BQNA_007",1
,"Showroom Tamatave","SAN_BQNA_007",1
,"Depot Tamatave","SAN_BQNA_007",147
,"Depot Ivandry","SAN_BQNA_007",208
,"Showroom Alarobia","SAN_BQNA_008",1
,"Showroom Tamatave","SAN_BQNA_008",1
,"SMOI (Discoi)","SAN_BQNA_008",15
,"Depot Ivandry","SAN_BQNA_008",297
,"Depot Tamatave","SAN_BQNA_008",476
,"Showroom Alarobia","SAN_BQNA_009",1
,"Showroom Tamatave","SAN_BQNA_009",1
,"SMOI (Discoi)","SAN_BQNA_009",6
,"Depot Alarobia","SAN_BQNA_009",19
,"Depot Tamatave","SAN_BQNA_009",58
,"NON CONFORME","SAN_BQNA_009",70
,"Depot Ivandry","SAN_BQNA_009",348
,"Showroom Alarobia","SAN_BQNA_010",1
,"Showroom Tamatave","SAN_BQNA_010",1
,"Depot Alarobia","SAN_BQNA_010",3
,"Depot Ivandry","SAN_BQNA_010",270
,"Depot Tamatave","SAN_BQNA_010",967
,"SMOI (Discoi)","SAN_BQNA_011",3
,"Depot Tamatave","SAN_BQNA_011",5
,"NON CONFORME","SAN_BQNA_011",5
,"Showroom Alarobia","SAN_BQNA_011",6
,"Depot Ivandry","SAN_BQNA_011",31
,"Showroom Tamatave","SAN_BQNA_012",1
,"Showroom Alarobia","SAN_BQNA_012",6
,"Depot Ivandry","SAN_BQNA_012",295
,"Depot Tamatave","SAN_BQNA_012",498
,"Showroom Alarobia","SAN_BQNA_013",1
,"Showroom Tamatave","SAN_BQNA_013",1
,"Depot Tamatave","SAN_BQNA_013",24
,"Depot Ivandry","SAN_BQNA_013",84
,"Showroom Tamatave","SAN_BQNA_015",1
,"Showroom Alarobia","SAN_BQNA_015",2
,"Depot Ivandry","SAN_BQNA_015",6
,"Depot Tamatave","SAN_BQNA_015",142
,"Showroom Alarobia","SAN_BQNA_016",1
,"Showroom Tamatave","SAN_BQNA_016",1
,"Depot Ivandry","SAN_BQNA_016",38
,"Depot Tamatave","SAN_BQNA_016",59
,"Showroom Alarobia","SAN_BQNA_017",1
,"Showroom Tamatave","SAN_BQNA_017",1
,"Depot Ivandry","SAN_BQNA_017",54
,"Depot Tamatave","SAN_BQNA_017",59
,"Showroom Alarobia","SAN_BQNA_018",1
,"Depot Tamatave","SAN_BQNA_018",186
,"Depot Ivandry","SAN_BQNA_018",263
,"NON CONFORME","SAN_CDAN_001",1
,"Showroom Alarobia","SAN_CDAN_001",2
,"Depot Tamatave","SAN_CDAN_001",13
,"Depot Ivandry","SAN_CDAN_001",19
,"Depot Ivandry","SAN_CDAN_002",1
,"SMOI (Discoi)","SAN_CDAN_002",1
,"Depot Tamatave","SAN_CDAN_002",1
,"Showroom Alarobia","SAN_CDCR_001",1
,"Depot Ivandry","SAN_CDCR_001",2
,"Showroom Alarobia","SAN_CDCR_002",1
,"NON CONFORME","SAN_CDCR_002",2
,"Depot Tamatave","SAN_CDCR_002",33
,"Depot Ivandry","SAN_CDCR_002",34
,"Showroom Alarobia","SAN_CDCR_003",1
,"Depot Tamatave","SAN_CDCR_003",2
,"Depot Ivandry","SAN_CDCR_003",19
,"Showroom Alarobia","SAN_CDCR_004",1
,"Depot Tamatave","SAN_CDCR_004",2
,"Depot Ivandry","SAN_CDCR_004",18
,"Depot Ivandry","SAN_CDHY_002",2
,"Depot Ivandry","SAN_CDHY_006",1
,"Showroom Alarobia","SAN_CDHY_007",1
,"Depot Tamatave","SAN_CDHY_008",1
,"Depot Tamatave","SAN_CDHY_009",1
,"NON CONFORME TAVE","SAN_CDHY_010",1
,"Showroom Alarobia","SAN_CEDO_001",1
,"Depot Alarobia","SAN_CEDO_001",2
,"FIMMO","SAN_CEDO_002",56
,"Showroom Alarobia","SAN_CFSB_001",2
,"Depot Tamatave","SAN_CFSB_001",10
,"Depot Alarobia","SAN_CFSB_001",50
,"SMOI (Discoi)","SAN_CFSB_002",1
,"Showroom Alarobia","SAN_CFSB_002",1
,"Depot Alarobia","SAN_CFSB_002",44
,"Depot Tamatave","SAN_CFSB_002",47
,"Showroom Tamatave","SAN_CFSB_003",1
,"Showroom Alarobia","SAN_CFSB_003",1
,"NON CONFORME","SAN_CFSB_003",1
,"Depot Tamatave","SAN_CFSB_003",3
,"Depot Alarobia","SAN_CFSB_003",6
,"Showroom Alarobia","SAN_CFSB_004",2
,"Depot Tamatave","SAN_CFSB_004",24
,"Depot Alarobia","SAN_CFSB_004",46
,"Showroom Alarobia","SAN_CFSB_005",1
,"Depot Tamatave","SAN_CFSB_005",5
,"Depot Alarobia","SAN_CFSB_005",21
,"Showroom Alarobia","SAN_CFSB_006",1
,"Depot Alarobia","SAN_CFSB_006",3
,"Depot Tamatave","SAN_CFSB_006",4
,"Depot Alarobia","SAN_CFSB_008",1
,"Depot Alarobia","SAN_CFSB_009",1
,"DIGITAL (Magasin)","SAN_CFSB_010",1
,"Depot Alarobia","SAN_CFSB_010",1
,"Showroom Alarobia","SAN_CFSB_011",1
,"Depot Tamatave","SAN_CFSB_011",3
,"Depot Alarobia","SAN_CFSB_011",8
,"NON CONFORME","SAN_CFSB_012",2
,"SMOI (Discoi)","SAN_CFSB_012",5
,"Depot Tamatave","SAN_CFSB_012",17
,"Showroom Alarobia","SAN_CFSB_012",28
,"Depot Alarobia","SAN_CFSB_012",271
,"SMOI (Discoi)","SAN_CFSB_013",5
,"Depot Tamatave","SAN_CFSB_013",26
,"Showroom Alarobia","SAN_CFSB_013",29
,"Depot Alarobia","SAN_CFSB_013",247
,"SMOI (Discoi)","SAN_CFSB_014",5
,"Depot Tamatave","SAN_CFSB_014",22
,"Showroom Alarobia","SAN_CFSB_014",31
,"Depot Alarobia","SAN_CFSB_014",285
,"DIGITAL (Magasin)","SAN_CFSB_015",1
,"SMOI (Discoi)","SAN_CFSB_015",5
,"Depot Tamatave","SAN_CFSB_015",22
,"Showroom Alarobia","SAN_CFSB_015",43
,"Depot Alarobia","SAN_CFSB_015",320
,"Showroom Alarobia","SAN_CFSB_016",1
,"Depot Tamatave","SAN_CFSB_016",2
,"Depot Alarobia","SAN_CFSB_016",142
,"Showroom Alarobia","SAN_CHAC_001",1
,"Depot Alarobia","SAN_CHAC_001",9
,"Depot Tamatave","SAN_CHCM_002",1
,"NON CONFORME","SAN_CHCM_003",1
,"Depot Tamatave","SAN_CHCM_005",1
,"Technique","SAN_CHCM_005",3
,"Depot Ivandry","SAN_CHDV_003",24
,"Depot Ivandry","SAN_CHDV_004",25
,"Depot Ivandry","SAN_CHDV_005",33
,"Depot Ivandry","SAN_CHDV_006",28
,"Depot Ivandry","SAN_CHDV_007",33
,"Showroom Tamatave","SAN_CHGZ_001",1
,"SMOI (Discoi)","SAN_CHGZ_001",1
,"Depot Alarobia","SAN_CHGZ_001",2
,"Depot Tamatave","SAN_CHGZ_001",4
,"Depot Ivandry","SAN_CHGZ_001",5
,"Showroom Tamatave","SAN_CHGZ_002",1
,"Depot Ivandry","SAN_CHIE_001",101
,"Depot Ivandry","SAN_CHIE_002",101
,"Depot Ivandry","SAN_CHIE_003",25
,"Showroom Tamatave","SAN_CHPH_001",1
,"Showroom Alarobia","SAN_CHPH_001",1
,"Depot Ivandry","SAN_CHPH_001",3
,"Depot Tamatave","SAN_CHPH_001",5
,"Depot Tamatave","SAN_CHPH_002",1
,"Showroom Tamatave","SAN_CHPH_003",1
,"Showroom Alarobia","SAN_CHPH_003",1
,"Depot Tamatave","SAN_CHPV_001",233
,"Showroom Alarobia","SAN_CHPV_002",1
,"Showroom Tamatave","SAN_CHPV_002",1
,"Depot Ivandry","SAN_CHPV_002",46
,"Depot Tamatave","SAN_CHPV_002",78
,"Showroom Tamatave","SAN_CHPV_003",1
,"NON CONFORME","SAN_CHPV_003",1
,"Showroom Alarobia","SAN_CHPV_003",1
,"Depot Ivandry","SAN_CHPV_003",26
,"Depot Tamatave","SAN_CHPV_003",69
,"Showroom Tamatave","SAN_CHPV_004",1
,"Showroom Alarobia","SAN_CHPV_004",1
,"Depot Tamatave","SAN_CHPV_004",7
,"Depot Ivandry","SAN_CHPV_004",19
,"Depot Tamatave","SAN_CHPV_005",1
,"Showroom Alarobia","SAN_CHPV_005",1
,"SMOI (Discoi)","SAN_CHPV_005",4
,"Depot Ivandry","SAN_CHPV_005",4
,"Depot Ivandry","SAN_CHRE_001",3
,"Depot Tamatave","SAN_CHSO_001",1
,"Showroom Alarobia","SAN_CHSO_001",1
,"NON CONFORME","SAN_CHSO_001",1
,"Depot Ivandry","SAN_CHSO_001",7
,"Showroom Alarobia","SAN_CHSO_002",1
,"Depot Ivandry","SAN_CHSO_002",12
,"Showroom Alarobia","SAN_CHSO_003",1
,"Depot Ivandry","SAN_CHSO_003",9
,"Depot Tamatave","SAN_CHSO_004",1
,"Showroom Alarobia","SAN_CHSO_004",1
,"Depot Ivandry","SAN_CHSO_004",1
,"Depot Ivandry","SAN_CHSO_005",2
,"Depot Ivandry","SAN_CHSO_006",2
,"Depot Ivandry","SAN_CHTU_001",28
,"Depot Ivandry","SAN_CHTU_002",26
,"Depot Ivandry","SAN_CHTU_003",7
,"Showroom Alarobia","SAN_CLAB_001",1
,"Depot Tamatave","SAN_CLAB_001",5
,"Depot Alarobia","SAN_CLAB_001",71
,"Showroom Alarobia","SAN_CLAB_002",1
,"Depot Tamatave","SAN_CLAB_002",5
,"Depot Alarobia","SAN_CLAB_002",31
,"Showroom Alarobia","SAN_CLAB_003",1
,"Depot Tamatave","SAN_CLAB_003",5
,"Depot Alarobia","SAN_CLAB_003",24
,"Showroom Alarobia","SAN_CLAB_004",1
,"Depot Tamatave","SAN_CLAB_004",5
,"Depot Alarobia","SAN_CLAB_004",11
,"Showroom Alarobia","SAN_CLAR_001",1
,"Depot Tamatave","SAN_CLAR_001",10
,"Depot Alarobia","SAN_CLAR_001",50
,"Showroom Alarobia","SAN_CLAR_002",1
,"Depot Tamatave","SAN_CLAR_002",5
,"Depot Alarobia","SAN_CLAR_002",29
,"Showroom Alarobia","SAN_CLAR_003",1
,"SMOI (Discoi)","SAN_CLAR_003",2
,"Depot Tamatave","SAN_CLAR_003",4
,"Showroom Alarobia","SAN_CLAR_004",1
,"Depot Tamatave","SAN_CLAR_004",5
,"Depot Alarobia","SAN_CLAR_004",16
,"Depot Alarobia","SAN_COLO_001",1
,"Showroom Alarobia","SAN_CONE_001",1
,"Depot Tamatave","SAN_CONE_001",10
,"Depot Alarobia","SAN_CONE_001",878
,"Depot Tamatave","SAN_CP12_001",10
,"Depot Alarobia","SAN_CP12_001",484
,"Depot Tamatave","SAN_CP34_001",5
,"Depot Alarobia","SAN_CP34_001",142
,"Depot Tamatave","SAN_CP34_002",5
,"Depot Alarobia","SAN_CP34_002",139
,"Showroom Alarobia","SAN_CR1M_001",6
,"Depot Tamatave","SAN_CR1M_001",9
,"Depot Alarobia","SAN_CR1M_001",25
,"Showroom Alarobia","SAN_CR2M_001",2
,"Showroom Alarobia","SAN_CR2M_002",1
,"Depot Alarobia","SAN_CR2M_002",499
,"Showroom Alarobia","SAN_CR3M_001",1
,"Depot Tamatave","SAN_CR3M_001",1
,"Showroom Alarobia","SAN_CR3M_002",1
,"Depot Alarobia","SAN_CR3M_002",499
,"Depot Alarobia","SAN_CR4M_001",500
,"Showroom Alarobia","SAN_CR4M_002",1
,"Depot Alarobia","SAN_CR4M_002",4
,"Depot Alarobia","SAN_CR4M_003",2
,"Showroom Alarobia","SAN_CR4M_003",5
,"Showroom Alarobia","SAN_CR5M_001",1
,"Depot Alarobia","SAN_CR5M_001",499
,"Showroom Alarobia","SAN_CRAR_001",1
,"Depot Tamatave","SAN_CRAR_001",5
,"Depot Alarobia","SAN_CRAR_001",14
,"Showroom Alarobia","SAN_CRAR_002",1
,"Depot Tamatave","SAN_CRAR_002",5
,"Depot Alarobia","SAN_CRAR_002",30
,"Showroom Alarobia","SAN_CRAR_003",1
,"Depot Tamatave","SAN_CRAR_003",5
,"Depot Alarobia","SAN_CRAR_003",31
,"Showroom Alarobia","SAN_CRAR_004",1
,"Depot Tamatave","SAN_CRAR_004",5
,"Depot Alarobia","SAN_CRAR_004",12
,"Showroom Alarobia","SAN_CRAS_001",1
,"Depot Tamatave","SAN_CRAS_001",11
,"Depot Alarobia","SAN_CRAS_001",74
,"Showroom Alarobia","SAN_CRAS_002",1
,"Depot Tamatave","SAN_CRAS_002",11
,"Depot Alarobia","SAN_CRAS_002",37
,"Showroom Alarobia","SAN_CRAS_003",1
,"Depot Tamatave","SAN_CRAS_003",8
,"Depot Alarobia","SAN_CRAS_003",12
,"Depot Tamatave","SAN_CROC_001",1
,"Depot Alarobia","SAN_CROC_001",7
,"Depot Tamatave","SAN_CROC_002",1
,"DIGITAL (Magasin)","SAN_CROC_002",7
,"Depot Tamatave","SAN_CROC_003",5
,"Depot Alarobia","SAN_CROC_003",5
,"Depot Tamatave","SAN_CROC_004",9
,"Depot Alarobia","SAN_CROC_004",9
,"Depot Tamatave","SAN_CROC_005",10
,"Depot Alarobia","SAN_CROC_005",14
,"Depot Tamatave","SAN_CROC_006",10
,"Depot Alarobia","SAN_CROC_006",13
,"Depot Alarobia","SAN_CROC_007",10
,"Depot Tamatave","SAN_CROC_007",10
,"Depot Alarobia","SAN_CROC_008",5
,"Depot Tamatave","SAN_CROC_008",10
,"NON CONFORME","SAN_CROC_009",1
,"Depot Tamatave","SAN_CROC_009",5
,"Depot Alarobia","SAN_CROC_009",18
,"Depot Tamatave","SAN_DBOU_001",10
,"Depot Alarobia","SAN_DBOU_001",36
,"Showroom Tamatave","SAN_DCAN_001",2
,"Showroom Alarobia","SAN_DCAN_001",2
,"Depot Tamatave","SAN_DCAN_001",4
,"Depot Alarobia","SAN_DCAN_001",40
,"DIGITAL (Magasin)","SAN_DCAN_002",1
,"Depot Alarobia","SAN_DCAN_002",1
,"Depot Tamatave","SAN_DCAN_002",4
,"Showroom Alarobia","SAN_DCAN_002",4
,"Depot Tamatave","SAN_DCAN_003",900
,"SMOI (Discoi)","SAN_DCAN_004",1
,"Depot Tamatave","SAN_DCAN_004",11
,"Depot Alarobia","SAN_DCAN_004",671
,"FIMMO","SAN_DCAN_006",77
,"Showroom Alarobia","SAN_DCBD_001",1
,"Depot Alarobia","SAN_DCBD_001",17
,"FIMMO","SAN_DCBD_001",54
,"Showroom Alarobia","SAN_DCBD_002",1
,"Depot Alarobia","SAN_DCBD_002",4
,"Depot Alarobia","SAN_DCCO_001",1
,"Showroom Alarobia","SAN_DCCO_001",2
,"Depot Tamatave","SAN_DCCO_001",5
,"Showroom Alarobia","SAN_DCCO_002",1
,"Depot Alarobia","SAN_DCCO_002",2
,"Depot Tamatave","SAN_DCCO_002",2
,"Showroom Alarobia","SAN_DCCO_003",1
,"Depot Tamatave","SAN_DCCO_003",5
,"Depot Alarobia","SAN_DCCO_003",89
,"SMOI (Discoi)","SAN_DCDO_001",1
,"Depot Tamatave","SAN_DCDO_001",4
,"Depot Alarobia","SAN_DCDO_001",16
,"Depot Tamatave","SAN_DCDO_002",13
,"Depot Alarobia","SAN_DCDO_002",309
,"Depot Tamatave","SAN_DCDO_003",3
,"Depot Alarobia","SAN_DCDO_003",6
,"Depot Alarobia","SAN_DCDO_004",6
,"Depot Tamatave","SAN_DCDO_004",9
,"Depot Alarobia","SAN_DCDO_005",1
,"Depot Alarobia","SAN_DCDO_006",2
,"Showroom Alarobia","SAN_DCDO_007",2
,"Depot Tamatave","SAN_DCDO_007",13
,"Depot Alarobia","SAN_DCDO_007",23
,"Showroom Alarobia","SAN_DCDO_008",1
,"Depot Tamatave","SAN_DCDO_008",6
,"Depot Alarobia","SAN_DCDO_008",8
,"Depot Tamatave","SAN_DCDO_009",3
,"Showroom Alarobia","SAN_DCDO_010",1
,"Depot Tamatave","SAN_DCDO_010",5
,"Depot Alarobia","SAN_DCDO_010",66
,"Showroom Alarobia","SAN_DCDO_011",1
,"Depot Tamatave","SAN_DCDO_011",11
,"Depot Alarobia","SAN_DCDO_011",36
,"Depot Alarobia","SAN_DCDO_012",8
,"FIMMO","SAN_DCDO_014",102
,"Showroom Alarobia","SAN_DCDO_015",1
,"Depot Alarobia","SAN_DCDO_015",10
,"Showroom Alarobia","SAN_DCDO_016",1
,"Depot Tamatave","SAN_DCDO_016",4
,"Depot Alarobia","SAN_DCDO_016",12
,"Showroom Alarobia","SAN_DCDO_017",1
,"Depot Alarobia","SAN_DCDO_017",1
,"Depot Tamatave","SAN_DCDO_017",5
,"Showroom Alarobia","SAN_DCDO_018",1
,"Depot Tamatave","SAN_DCDO_018",5
,"Depot Alarobia","SAN_DCDO_018",8
,"Showroom Alarobia","SAN_DCDO_019",1
,"Depot Alarobia","SAN_DCDO_019",3
,"Showroom Alarobia","SAN_DCDO_020",1
,"Depot Tamatave","SAN_DCDO_020",3
,"Depot Alarobia","SAN_DCDO_020",4
,"Depot Tamatave","SAN_DCEN_001",1
